id_n,age,weight,tot_inc,gross_wage,wage_inc,total_gross_income,taxable_income,tax_cum_income,authorized_deduction,subsidy_w,pending_pitax,capitalgains_pitax,gambling_pitax,additional_dividend_pitax,pitax,pitax1,pitax2,pitax_diff
183454,43,830,127174,127174,117391,127174,124287,124287,0,0,0,0,0,0,9717,9717,9717,0
183455,49,830,47935,47935,46957,47935,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
183456,28,830,29348,29348,29348,29348,29348,29348,0,0,0,0,0,0,1477,1477,1477,0
183457,81,830,92152,0,0,70435,0,0,0,0,0,0,0,0,0,0,0,0
183458,71,1009,104459,0,0,82623,0,0,0,0,0,0,0,0,0,0,0,0
183459,31,1009,179016,179016,165246,179016,176130,176130,0,0,0,0,0,0,17940,17940,17940,0
183460,25,1009,98361,98361,94426,98361,95474,95474,0,0,0,0,0,0,6582,6582,6582,0
183461,25,1009,75541,75541,75541,75541,75541,75541,0,0,0,0,0,0,4434,4434,4434,0
183462,25,1009,49180,49180,47213,49180,47213,47213,0,0,0,0,0,0,2621,2621,2621,0
183463,37,1009,141738,0,0,141738,0,0,0,0,0,0,0,0,0,0,0,0
183464,44,1009,141639,141639,141639,141639,141639,141639,0,0,0,0,0,0,12020,12020,12020,0
183465,29,1009,94426,94426,94426,94426,94426,94426,0,0,0,0,0,0,6468,6468,6468,0
183466,57,1046,172131,172131,165246,172131,169245,169245,0,0,0,0,0,0,16706,16706,16706,0
183467,86,1046,53410,0,0,30689,0,0,0,0,0,0,0,0,0,0,0,0
183468,30,1046,377705,377705,377705,377705,377705,377705,0,0,0,0,0,0,60724,60724,60724,0
183469,71,1046,164361,0,0,141639,0,0,0,0,0,0,0,0,0,0,0,0
183470,95,1046,81738,0,0,59016,0,0,0,0,0,0,0,0,0,0,0,0
183471,50,997,59016,59016,59016,59016,59016,59016,0,0,0,0,0,0,3376,3376,3376,0
183472,50,997,147541,147541,141639,147541,144654,144654,0,0,0,0,0,0,12502,12502,12502,0
183473,25,997,252000,0,0,252000,0,0,0,0,0,0,0,0,0,0,0,0
183474,54,997,28328,0,0,28328,0,0,0,0,0,0,0,0,0,0,0,0
183475,85,997,22426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183476,26,997,23607,23607,23607,23607,23607,23607,0,0,0,0,0,0,1110,1110,1110,0
183477,59,997,45246,45246,45246,45246,45246,45246,0,0,0,0,0,0,2495,2495,2495,0
183478,40,997,89508,73770,70820,89508,86622,86622,0,4149,0,0,0,0,1470,1470,1470,0
183479,42,997,91082,91082,47213,91082,86752,86752,0,0,0,0,0,0,5633,5633,5633,0
183480,63,997,41311,0,0,41311,0,0,0,0,0,0,0,0,0,0,0,0
183481,34,997,73574,73574,59016,73574,69376,69376,0,0,0,0,0,0,4039,4039,4039,0
183482,34,997,153443,153443,129836,153443,149113,149113,0,0,0,0,0,0,13216,13216,13216,0
183483,32,997,53115,53115,53115,53115,53115,53115,0,0,0,0,0,0,2998,2998,2998,0
183484,32,717,129344,129344,64918,129344,125014,125014,0,4149,0,0,0,0,5647,5647,5647,0
183485,28,717,27344,16525,16525,16525,16525,16525,0,0,0,0,0,0,657,657,657,0
183486,72,717,41410,18689,0,18689,18689,18689,0,0,0,0,0,0,795,795,795,0
183487,72,717,22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183488,56,717,62062,62062,62062,62062,62062,62062,0,0,0,0,0,0,3571,3571,3571,0
183489,32,717,31043,18649,12748,18649,18649,18649,0,0,0,0,0,0,792,792,792,0
183490,48,717,54689,54689,54689,54689,54689,54689,0,0,0,0,0,0,3099,3099,3099,0
183491,42,717,42492,42492,42492,42492,42492,42492,0,0,0,0,0,0,2318,2318,2318,0
183492,55,717,63384,0,0,63384,0,0,0,0,0,0,0,0,0,0,0,0
183493,31,717,12374,0,0,9128,0,0,0,0,0,0,0,0,0,0,0,0
183494,59,1289,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
183495,52,1289,46957,46957,46957,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
183496,57,1289,34435,34435,34435,34435,34435,34435,0,0,0,0,0,0,1803,1803,1803,0
183497,64,1289,35217,0,0,35217,0,0,0,0,0,0,0,0,0,0,0,0
183498,65,1289,77087,77087,75130,77087,75130,75130,0,0,0,0,0,0,4407,4407,4407,0
183499,56,1289,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
183500,42,1289,174130,174130,164348,174130,171244,171244,0,0,0,0,0,0,17064,17064,17064,0
183501,38,1289,90391,90391,84522,90391,87505,87505,0,0,0,0,0,0,5715,5715,5715,0
183502,38,1289,48913,48913,46957,48913,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
183503,44,779,72049,72049,58696,72049,67818,67818,0,0,0,0,0,0,3939,3939,3939,0
183504,19,779,3874,3874,3874,3874,3874,3874,0,0,0,0,0,0,74,74,74,0
183505,60,779,211304,211304,187826,211304,206974,206974,0,0,0,0,0,0,24194,24194,24194,0
183506,56,779,27391,0,0,27391,0,0,0,0,0,0,0,0,0,0,0,0
183507,65,779,70670,0,0,70670,0,0,0,0,0,0,0,0,0,0,0,0
183508,36,779,78261,78261,70435,78261,73931,73931,0,4149,0,0,0,0,182,182,182,0
183509,36,779,70435,70435,70435,70435,70435,70435,0,4149,0,0,0,0,0,0,0,0
183510,73,779,37370,0,0,15652,0,0,0,0,0,0,0,0,0,0,0,0
183511,39,779,156522,156522,140870,156522,152192,152192,0,0,0,0,0,0,13708,13708,13708,0
183512,44,779,80804,0,0,80804,0,0,0,0,0,0,0,0,0,0,0,0
183513,17,779,18587,2935,0,2935,2935,2935,0,0,0,0,0,0,56,56,56,0
183514,21,779,56348,56348,56348,56348,56348,56348,0,0,0,0,0,0,3205,3205,3205,0
183515,58,932,211304,211304,211304,211304,211304,211304,0,0,0,0,0,0,25119,25119,25119,0
183516,62,932,248478,248478,234783,248478,245592,245592,0,0,0,0,0,0,32442,32442,32442,0
183517,58,932,316957,0,0,316957,0,0,0,0,0,0,0,0,0,0,0,0
183518,54,932,72391,0,0,72391,0,0,0,0,0,0,0,0,0,0,0,0
183519,69,932,86087,0,0,86087,0,0,0,0,0,0,0,0,0,0,0,0
183520,46,932,146739,146739,140870,146739,143853,143853,0,0,0,0,0,0,12374,12374,12374,0
183521,44,932,97826,97826,93913,97826,94939,94939,0,0,0,0,0,0,6524,6524,6524,0
183522,87,932,14870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183523,55,932,10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183524,57,932,62413,62413,58696,62413,59526,59526,0,0,0,0,0,0,3409,3409,3409,0
183525,50,932,86087,86087,82174,86087,83200,83200,0,0,0,0,0,0,5247,5247,5247,0
183526,24,932,36391,36391,32870,36391,36391,36391,0,0,0,0,0,0,1928,1928,1928,0
183527,55,1165,45049,45049,45049,45049,45049,45049,0,0,0,0,0,0,2482,2482,2482,0
183528,55,1165,22623,22623,22623,22623,22623,22623,0,0,0,0,0,0,1047,1047,1047,0
183529,93,1165,36885,0,0,14164,0,0,0,0,0,0,0,0,0,0,0,0
183530,81,1165,22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183531,48,1165,74754,74754,0,74754,74754,74754,0,0,0,0,0,0,4383,4383,4383,0
183532,41,1165,42492,42492,42492,42492,42492,42492,0,0,0,0,0,0,2318,2318,2318,0
183533,28,1165,220328,220328,212459,220328,217441,217441,0,0,0,0,0,0,26429,26429,26429,0
183534,26,1165,35685,0,0,35685,0,0,0,0,0,0,0,0,0,0,0,0
183535,74,1165,22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183536,36,1165,57246,57246,57246,57246,57246,57246,0,0,0,0,0,0,3263,3263,3263,0
183537,47,956,99783,99783,99783,99783,99783,99783,0,0,0,0,0,0,7051,7051,7051,0
183538,49,956,148960,0,0,148960,0,0,0,0,0,0,0,0,0,0,0,0
183539,67,956,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183540,17,956,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183541,37,956,221087,221087,211304,221087,218200,218200,0,0,0,0,0,0,26592,26592,26592,0
183542,55,956,58304,58304,56348,58304,56348,56348,0,0,0,0,0,0,3205,3205,3205,0
183543,30,956,221087,221087,211304,221087,218200,218200,0,0,0,0,0,0,26592,26592,26592,0
183544,55,956,87065,87065,82174,87065,84179,84179,0,0,0,0,0,0,5353,5353,5353,0
183545,33,956,246522,246522,234783,246522,243635,243635,0,0,0,0,0,0,32024,32024,32024,0
183546,77,956,42163,0,0,19565,0,0,0,0,0,0,0,0,0,0,0,0
183547,50,956,135000,135000,129130,135000,132113,132113,0,0,0,0,0,0,10569,10569,10569,0
183548,47,956,70435,70435,70435,70435,70435,70435,0,4149,0,0,0,0,0,0,0,0
183549,20,956,46957,46957,46957,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
183550,28,951,93913,93913,93913,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
183551,25,951,46957,46957,46957,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
183552,42,951,109859,109859,102522,109859,103059,103059,0,0,0,0,0,0,7408,7408,7408,0
183553,40,951,978,978,978,978,978,978,0,0,0,0,0,0,19,19,19,0
183554,18,951,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183555,16,951,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183556,44,951,84620,978,0,84620,978,978,0,0,0,0,0,0,19,19,19,0
183557,44,951,33848,33848,33848,33848,33848,33848,0,0,0,0,0,0,1765,1765,1765,0
183558,53,951,55957,55957,55957,55957,55957,55957,0,0,0,0,0,0,3180,3180,3180,0
183559,49,951,12326,12326,12326,12326,12326,12326,0,0,0,0,0,0,388,388,388,0
183560,19,951,8804,8804,8804,8804,8804,8804,0,0,0,0,0,0,169,169,169,0
183561,26,951,65739,65739,65739,65739,65739,65739,0,4149,0,0,0,0,0,0,0,0
183562,39,951,93913,93913,76304,93913,89583,89583,0,0,0,0,0,0,5941,5941,5941,0
183563,44,951,29035,0,0,29035,0,0,0,0,0,0,0,0,0,0,0,0
183564,34,951,14674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183565,50,951,87554,87554,82174,87554,83224,83224,0,0,0,0,0,0,5250,5250,5250,0
183566,47,951,57678,0,0,48130,0,0,0,0,0,0,0,0,0,0,0,0
183567,27,1036,101446,101446,97435,101446,98559,98559,0,0,0,0,0,0,6918,6918,6918,0
183568,26,1036,56348,56348,42261,56348,54587,54587,0,0,0,0,0,0,3092,3092,3092,0
183569,50,1036,69848,69848,58696,69848,69848,69848,0,0,0,0,0,0,4069,4069,4069,0
183570,23,1036,65739,65739,56348,65739,65739,65739,0,0,0,0,0,0,3806,3806,3806,0
183571,23,1036,60652,60652,58696,60652,58696,58696,0,0,0,0,0,0,3355,3355,3355,0
183572,48,1036,97141,97141,84522,97141,95674,95674,0,0,0,0,0,0,6604,6604,6604,0
183573,17,1036,7826,7826,7826,7826,7826,7826,0,0,0,0,0,0,150,150,150,0
183574,22,1036,69065,69065,56348,69065,68087,68087,0,0,0,0,0,0,3956,3956,3956,0
183575,34,1036,153587,143804,93913,153587,144831,144831,0,0,0,0,0,0,12531,12531,12531,0
183576,27,1036,6065,587,0,587,587,587,0,0,0,0,0,0,11,11,11,0
183577,24,1036,84522,84522,63391,84522,84522,84522,0,4149,0,0,0,0,1242,1242,1242,0
183578,29,1036,211304,211304,211304,211304,211304,211304,0,0,0,0,0,0,25119,25119,25119,0
183579,56,1050,91672,0,0,91672,0,0,0,0,0,0,0,0,0,0,0,0
183580,32,1050,61377,0,0,61377,0,0,0,0,0,0,0,0,0,0,0,0
183581,17,1050,11016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183582,25,1050,19672,0,0,19672,19672,19672,0,0,0,0,0,0,858,858,858,0
183583,24,1050,7475,0,0,7475,0,0,0,0,0,0,0,0,0,0,0,0
183584,42,1050,34623,8852,0,34623,8852,8852,0,0,0,0,0,0,170,170,170,0
183585,22,1050,94426,94426,94426,94426,94426,94426,0,0,0,0,0,0,6468,6468,6468,0
183586,58,1050,12590,787,0,12590,787,787,0,0,0,0,0,0,15,15,15,0
183587,35,1050,64131,60984,59016,60984,59016,59016,0,0,0,0,0,0,3376,3376,3376,0
183588,49,1040,319343,0,0,319343,0,0,0,0,0,0,0,0,0,0,0,0
183589,26,1040,123261,123261,117391,123261,120374,120374,0,0,0,0,0,0,9292,9292,9292,0
183590,16,1040,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183591,34,1040,185870,185870,176087,185870,182983,182983,0,0,0,0,0,0,19168,19168,19168,0
183592,36,1040,249456,249456,234783,249456,246570,246570,0,0,0,0,0,0,32651,32651,32651,0
183593,28,1040,98315,98315,93913,98315,95429,95429,0,0,0,0,0,0,6577,6577,6577,0
183594,25,1040,105652,105652,105652,105652,105652,105652,0,0,0,0,0,0,7690,7690,7690,0
183595,83,1040,69554,0,0,46957,0,0,0,0,0,0,0,0,0,0,0,0
183596,54,1040,67500,67500,64565,67500,64613,64613,0,4149,0,0,0,0,0,0,0,0
183597,32,1040,93913,93913,93913,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
183598,56,1040,349670,0,0,349670,0,0,0,0,0,0,0,0,0,0,0,0
183599,27,1040,52043,52043,42261,52043,42261,42261,0,0,0,0,0,0,2304,2304,2304,0
183600,71,1040,72489,0,0,49891,0,0,0,0,0,0,0,0,0,0,0,0
183601,45,1089,157326,119934,101436,157326,112024,112024,0,0,0,0,0,0,8383,8383,8383,0
183602,44,1089,271691,271691,262541,271691,268605,268605,0,0,0,0,0,0,37358,37358,37358,0
183603,23,1089,173039,173039,167072,173039,170152,170152,0,0,0,0,0,0,16869,16869,16869,0
183604,48,1089,143204,143204,143204,143204,286409,286409,0,0,0,0,0,0,41161,41161,41161,0
183605,42,1089,477348,0,0,477348,310276,310276,0,0,0,0,0,0,46259,46259,46259,0
183606,37,1089,95470,95470,95470,95470,95470,95470,0,0,0,0,0,0,6582,6582,6582,0
183607,37,1089,2586,0,0,2586,2586,2586,0,0,0,0,0,0,50,50,50,0
183608,35,1396,181956,181956,164348,181956,177627,177627,0,0,0,0,0,0,18208,18208,18208,0
183609,39,1396,195652,195652,176087,195652,191322,191322,0,0,0,0,0,0,20850,20850,20850,0
183610,50,1396,124630,0,0,124630,0,0,0,0,0,0,0,0,0,0,0,0
183611,69,1396,134217,0,0,119348,0,0,0,0,0,0,0,0,0,0,0,0
183612,48,1396,209348,209348,199565,209348,206461,206461,0,0,0,0,0,0,24084,24084,24084,0
183613,32,1396,123261,123261,105652,123261,120374,120374,0,0,0,0,0,0,9292,9292,9292,0
183614,47,1396,167283,117391,0,167283,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
183615,45,1396,371739,371739,352174,371739,368852,368852,0,0,0,0,0,0,58771,58771,58771,0
183616,25,1396,70435,70435,0,70435,70435,70435,0,0,0,0,0,0,4107,4107,4107,0
183617,22,1396,46957,46957,0,46957,46957,46957,0,0,0,0,0,0,2604,2604,2604,0
183618,55,1396,988043,988043,939130,988043,985157,985157,0,0,0,0,0,0,229151,229151,229151,0
183619,55,1396,489130,489130,469565,489130,486244,486244,0,0,0,0,0,0,86252,86252,86252,0
183620,25,991,76774,0,0,76774,0,0,0,0,0,0,0,0,0,0,0,0
183621,51,991,128641,128641,117391,128641,127174,127174,0,0,0,0,0,0,10031,10031,10031,0
183622,30,991,124857,124857,70435,124857,88087,88087,0,4149,0,0,0,0,1630,1630,1630,0
183623,29,991,70865,70865,60104,70865,60104,60104,0,0,0,0,0,0,3446,3446,3446,0
183624,67,991,14087,0,0,14087,0,0,0,0,0,0,0,0,0,0,0,0
183625,46,991,215119,113380,93913,175989,120989,120989,0,0,0,0,0,0,9358,9358,9358,0
183626,40,991,433643,335817,176087,433643,424148,424148,0,0,0,0,0,0,71647,71647,71647,0
183627,33,991,164348,164348,164348,164348,164348,164348,0,0,0,0,0,0,15828,15828,15828,0
183628,33,991,86087,86087,70435,86087,73418,73418,0,4149,0,0,0,0,149,149,149,0
183629,78,682,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183630,75,682,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183631,54,682,117391,0,0,117391,12088,12088,0,0,0,0,0,0,373,373,373,0
183632,84,682,39033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183633,60,682,39033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183634,23,682,73370,73370,70435,73370,70483,70483,0,4149,0,0,0,0,0,0,0,0
183635,68,682,245641,0,0,223043,0,0,0,0,0,0,0,0,0,0,0,0
183636,72,682,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183637,85,682,22598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183638,58,682,23987,0,0,23987,0,0,0,0,0,0,0,0,0,0,0,0
183639,33,682,117391,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
183640,68,682,257380,0,0,234783,0,0,0,0,0,0,0,0,0,0,0,0
183641,60,682,288254,0,0,288254,0,0,0,0,0,0,0,0,0,0,0,0
183642,33,682,112500,112500,105652,112500,108170,108170,0,0,0,0,0,0,7964,7964,7964,0
183643,37,1398,298033,298033,283279,298033,295146,295146,0,0,0,0,0,0,43027,43027,43027,0
183644,36,1398,255738,255738,224262,255738,243539,243539,0,0,0,0,0,0,32004,32004,32004,0
183645,38,1398,186885,186885,165246,186885,182555,182555,0,0,0,0,0,0,19091,19091,19091,0
183646,16,1398,6610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183647,56,1398,344262,344262,259672,344262,302395,302395,0,0,0,0,0,0,44576,44576,44576,0
183648,78,1398,22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183649,59,1156,141639,141639,141639,141639,141639,141639,0,0,0,0,0,0,12020,12020,12020,0
183650,55,1156,60029,0,0,60029,0,0,0,0,0,0,0,0,0,0,0,0
183651,31,1156,167606,167606,106229,167606,138133,138133,0,0,0,0,0,0,11459,11459,11459,0
183652,29,1156,18885,18885,18885,18885,18885,18885,0,0,0,0,0,0,808,808,808,0
183653,51,1156,936393,0,0,90492,0,0,0,0,0,0,0,0,0,0,0,0
183654,16,1156,18138,0,0,13180,0,0,0,0,0,0,0,0,0,0,0,0
183655,36,1156,26065,26065,17705,26065,20720,20720,0,0,0,0,0,0,925,925,925,0
183656,31,1156,150492,150492,141639,150492,146162,146162,0,0,0,0,0,0,12744,12744,12744,0
183657,51,1156,93443,93443,88525,93443,90556,90556,0,0,0,0,0,0,6047,6047,6047,0
183658,27,1156,91475,0,0,91475,0,0,0,0,0,0,0,0,0,0,0,0
183659,26,1156,107784,107784,101508,107784,103454,103454,0,0,0,0,0,0,7451,7451,7451,0
183660,34,1160,121696,0,0,121696,0,0,0,0,0,0,0,0,0,0,0,0
183661,70,1160,46467,0,0,23870,0,0,0,0,0,0,0,0,0,0,0,0
183662,46,1160,66522,66522,66522,66522,66522,66522,0,4149,0,0,0,0,0,0,0,0
183663,41,1160,26022,0,0,26022,0,0,0,0,0,0,0,0,0,0,0,0
183664,70,769,130598,0,0,108000,0,0,0,0,0,0,0,0,0,0,0,0
183665,25,769,110739,110739,105652,110739,105652,105652,0,0,0,0,0,0,7690,7690,7690,0
183666,52,769,683804,683804,622174,683804,679474,679474,0,0,0,0,0,0,137446,137446,137446,0
183667,31,769,151630,151630,140870,151630,147300,147300,0,0,0,0,0,0,12926,12926,12926,0
183668,32,769,134609,134609,126783,134609,126783,126783,0,0,0,0,0,0,9989,9989,9989,0
183669,31,769,344348,344348,328696,344348,340018,340018,0,0,0,0,0,0,52612,52612,52612,0
183670,31,769,80648,0,0,80648,0,0,0,0,0,0,0,0,0,0,0,0
183671,57,769,98804,98804,93913,98804,95918,95918,0,0,0,0,0,0,6631,6631,6631,0
183672,38,769,4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183673,31,769,27000,27000,27000,27000,27000,27000,0,0,0,0,0,0,1327,1327,1327,0
183674,65,769,1052022,1052022,0,1052022,1052022,1052022,0,0,0,0,0,0,249210,249210,249210,0
183675,55,769,278804,278804,258261,278804,274474,274474,0,0,0,0,0,0,38612,38612,38612,0
183676,53,992,366848,366848,352174,366848,363961,363961,0,0,0,0,0,0,57726,57726,57726,0
183677,49,992,269022,269022,258261,269022,266135,266135,0,0,0,0,0,0,36830,36830,36830,0
183678,64,992,39913,0,0,39913,0,0,0,0,0,0,0,0,0,0,0,0
183679,46,992,63587,63587,58696,63587,60700,60700,0,0,0,0,0,0,3484,3484,3484,0
183680,45,992,70435,70435,70435,70435,70435,70435,0,4149,0,0,0,0,0,0,0,0
183681,20,992,23478,23478,0,23478,23478,23478,0,0,0,0,0,0,1102,1102,1102,0
183682,55,992,93130,0,0,93130,0,0,0,0,0,0,0,0,0,0,0,0
183683,54,992,32087,32087,0,32087,32087,32087,0,0,0,0,0,0,1652,1652,1652,0
183684,64,1290,218361,0,0,218361,0,0,0,0,0,0,0,0,0,0,0,0
183685,60,1290,177049,177049,177049,177049,177049,177049,0,0,0,0,0,0,18105,18105,18105,0
183686,25,1290,24098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183687,22,1290,24098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183688,27,1290,153443,153443,153443,153443,153443,153443,0,0,0,0,0,0,13909,13909,13909,0
183689,30,1290,190820,190820,177049,190820,186490,186490,0,0,0,0,0,0,19818,19818,19818,0
183690,75,1290,133180,0,0,118033,0,0,0,0,0,0,0,0,0,0,0,0
183691,67,1290,15148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183692,42,1290,166229,166229,153443,166229,163343,163343,0,0,0,0,0,0,15648,15648,15648,0
183693,62,1290,127869,127869,118033,127869,124982,124982,0,0,0,0,0,0,9793,9793,9793,0
183694,48,868,357065,357065,293478,357065,352735,352735,0,0,0,0,0,0,55328,55328,55328,0
183695,77,868,139793,117391,117391,117391,117391,117391,0,0,0,0,0,0,8967,8967,8967,0
183696,21,868,42652,0,0,42652,0,0,0,0,0,0,0,0,0,0,0,0
183697,34,868,187826,187826,187826,187826,187826,187826,0,0,0,0,0,0,20104,20104,20104,0
183698,72,868,81293,0,0,58696,0,0,0,0,0,0,0,0,0,0,0,0
183699,70,868,102072,0,0,79474,0,0,0,0,0,0,0,0,0,0,0,0
183700,46,868,56739,56739,52826,56739,53853,53853,0,0,0,0,0,0,3045,3045,3045,0
183701,59,868,58696,58696,58696,58696,58696,58696,0,0,0,0,0,0,3355,3355,3355,0
183702,28,868,46741,0,0,46741,0,0,0,0,0,0,0,0,0,0,0,0
183703,23,868,37565,37565,37565,37565,37565,37565,0,0,0,0,0,0,2003,2003,2003,0
183704,48,868,124043,0,0,124043,0,0,0,0,0,0,0,0,0,0,0,0
183705,79,868,93033,0,0,70435,0,0,0,0,0,0,0,0,0,0,0,0
183706,50,868,103680,93913,93913,93913,93913,93913,0,0,0,0,0,0,6413,6413,6413,0
183707,17,868,9861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183708,63,1163,119337,0,0,119337,0,0,0,0,0,0,0,0,0,0,0,0
183709,63,1163,119337,0,0,119337,0,0,0,0,0,0,0,0,0,0,0,0
183710,30,1163,53702,53702,47735,53702,50815,50815,0,0,0,0,0,0,2851,2851,2851,0
183711,25,1163,240663,240663,190939,240663,208296,208296,0,0,0,0,0,0,24476,24476,24476,0
183712,76,1163,130376,0,0,107403,0,0,0,0,0,0,0,0,0,0,0,0
183713,45,1163,318232,318232,298343,318232,315345,315345,0,0,0,0,0,0,47342,47342,47342,0
183714,22,1163,9746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183715,49,1163,62739,62739,55778,62739,55778,55778,0,0,0,0,0,0,3169,3169,3169,0
183716,40,1163,1080,0,0,1080,0,0,0,0,0,0,0,0,0,0,0,0
183717,21,1163,60464,60464,47735,60464,60464,60464,0,0,0,0,0,0,3469,3469,3469,0
183718,87,1163,61160,0,0,38188,0,0,0,0,0,0,0,0,0,0,0,0
183719,48,1163,107403,107403,105414,107403,105414,105414,0,0,0,0,0,0,7664,7664,7664,0
183720,92,1163,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183721,60,1163,71602,0,0,71602,0,0,0,0,0,0,0,0,0,0,0,0
183722,37,1163,60136,31624,28641,55492,28738,28738,0,0,0,0,0,0,1438,1438,1438,0
183723,49,1163,167072,167072,143204,167072,162742,162742,0,0,0,0,0,0,15541,15541,15541,0
183724,84,965,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183725,70,965,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183726,30,965,75680,75680,66829,75680,69162,69162,0,4149,0,0,0,0,0,0,0,0
183727,71,965,135348,112376,105017,112376,109489,109489,0,0,0,0,0,0,8107,8107,8107,0
183728,60,965,89503,0,0,89503,0,0,0,0,0,0,0,0,0,0,0,0
183729,57,965,90696,0,0,90696,0,0,0,0,0,0,0,0,0,0,0,0
183730,29,965,71602,71602,71602,71602,71602,71602,0,4149,0,0,0,0,33,33,33,0
183731,30,965,105912,105912,101436,105912,103025,103025,0,0,0,0,0,0,7404,7404,7404,0
183732,37,965,187956,187956,179006,187956,185069,185069,0,0,0,0,0,0,19542,19542,19542,0
183733,88,965,22972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183734,49,965,111779,111779,109790,111779,109790,109790,0,0,0,0,0,0,8140,8140,8140,0
183735,47,965,8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183736,35,965,245635,0,0,245635,0,0,0,0,0,0,0,0,0,0,0,0
183737,62,864,21091,0,0,21091,0,0,0,0,0,0,0,0,0,0,0,0
183738,58,864,50870,50870,46957,50870,47983,47983,0,0,0,0,0,0,2670,2670,2670,0
183739,24,864,57228,57228,52826,57228,54342,54342,0,0,0,0,0,0,3077,3077,3077,0
183740,30,864,16435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183741,86,864,26706,0,0,4109,0,0,0,0,0,0,0,0,0,0,0,0
183742,64,864,82174,0,0,82174,0,0,0,0,0,0,0,0,0,0,0,0
183743,58,864,34660,0,0,34660,0,0,0,0,0,0,0,0,0,0,0,0
183744,50,864,25826,0,0,25826,0,0,0,0,0,0,0,0,0,0,0,0
183745,26,864,18587,3913,3913,18587,3913,3913,0,0,0,0,0,0,75,75,75,0
183746,55,864,9783,0,0,9783,0,0,0,0,0,0,0,0,0,0,0,0
183747,31,864,103206,103206,82174,103206,84010,84010,0,0,0,0,0,0,5335,5335,5335,0
183748,77,864,139989,0,0,117391,0,0,0,0,0,0,0,0,0,0,0,0
183749,75,864,28467,0,0,5870,0,0,0,0,0,0,0,0,0,0,0,0
183750,53,864,108098,108098,99783,108098,105211,105211,0,0,0,0,0,0,7642,7642,7642,0
183751,80,864,26902,0,0,4304,0,0,0,0,0,0,0,0,0,0,0,0
183752,44,1125,8217,0,0,8217,0,0,0,0,0,0,0,0,0,0,0,0
183753,55,1125,40891,0,0,40891,0,0,0,0,0,0,0,0,0,0,0,0
183754,26,1125,114456,114456,93913,114456,110127,110127,0,0,0,0,0,0,8177,8177,8177,0
183755,23,1125,58696,58696,58696,58696,58696,58696,0,0,0,0,0,0,3355,3355,3355,0
183756,69,1125,62022,0,0,46957,0,0,0,0,0,0,0,0,0,0,0,0
183757,50,1125,196630,196630,152609,196630,192300,192300,0,0,0,0,0,0,21059,21059,21059,0
183758,21,1125,10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
