id_n,tot_inc,taxable_income,pitax,pitax1,pitax2,pitax_diff
184743,28174,0,-0,-0,-0,-0
184744,2739,0,-0,-0,-0,-0
184745,76696,76696,4539,4539,4602,62
184746,154957,154957,14151,14151,9693,-4458
184747,9861,0,-0,-0,-0,-0
184748,101739,101739,7264,7264,6104,-1160
184749,136174,0,-0,-0,-0,-0
184750,136174,136174,11146,11146,8170,-2975
184751,22598,0,-0,-0,-0,-0
184752,484239,481352,85102,85102,63170,-21931
184753,46957,46957,2604,2604,2817,213
184754,37565,37565,2003,2003,2254,251
184755,22598,0,-0,-0,-0,-0
184756,5478,0,-0,-0,-0,-0
184757,65348,63391,3656,3656,3803,148
184758,38739,38739,2078,2078,2324,246
184759,103304,103304,7434,7434,6198,-1236
184760,65739,65739,3806,3806,3944,138
184761,5870,5870,113,113,352,239
184762,125902,121572,9422,9422,7294,-2128
184763,16525,0,-0,-0,-0,-0
184764,125902,121572,9422,9422,7294,-2128
184765,98361,95474,6582,6582,5728,-854
184766,101311,0,-0,-0,-0,-0
184767,48393,47213,2621,2621,2833,212
184768,18885,0,-0,-0,-0,-0
184769,18984,0,-0,-0,-0,-0
184770,59016,59016,3376,3376,3541,165
184771,10623,0,-0,-0,-0,-0
184772,82525,80262,4927,4927,4816,-112
184773,204590,201704,23068,23068,17173,-5895
184774,69443,0,-0,-0,-0,-0
184775,24590,23607,1110,1110,1416,307
184776,120000,118033,9037,9037,7082,-1955
184777,23410,0,-0,-0,-0,-0
184778,5626,0,-0,-0,-0,-0
184779,180000,177113,18116,18116,13238,-4878
184780,122951,120064,9258,9258,7204,-2054
184781,82623,79736,4870,4870,4784,-86
184782,75541,37770,2016,2016,2266,250
184783,56656,56656,3225,3225,3399,174
184784,77492,41311,2243,2243,2479,236
184785,56656,56656,3225,3225,3399,174
184786,61574,52950,2988,2988,3177,189
184787,106229,0,-0,-0,-0,-0
184788,420000,214031,25701,25701,19145,-6556
184789,86066,83179,5245,5245,4991,-254
184790,98361,95474,6582,6582,5728,-854
184791,11016,11016,304,304,661,357
184792,108978,106092,7738,7738,6365,-1372
184793,22304,0,-0,-0,-0,-0
184794,145751,142864,12216,12216,8572,-3644
184795,146250,143363,12296,12296,8602,-3694
184796,168065,163735,15719,15719,11098,-4621
184797,7826,0,-0,-0,-0,-0
184798,7826,0,-0,-0,-0,-0
184799,21130,0,-0,-0,-0,-0
184800,38348,0,-0,-0,-0,-0
184801,121304,118418,9079,9079,7105,-1974
184802,109565,106679,7801,7801,6401,-1401
184803,216196,213309,25547,25547,19029,-6517
184804,71609,0,-0,-0,-0,-0
184805,83054,0,-0,-0,-0,-0
184806,72783,72783,4257,4257,4367,110
184807,65705,0,-0,-0,-0,-0
184808,100328,95998,6639,6639,5760,-880
184809,306885,303999,44918,44918,33540,-11378
184810,283279,280392,39876,39876,29763,-10113
184811,245902,243015,31892,31892,23782,-8110
184812,78689,78689,4756,4756,4721,-35
184813,61967,61967,3565,3565,3718,153
184814,59016,59016,3376,3376,3541,165
184815,47213,47213,2621,2621,2833,212
184816,3934,3934,76,76,236,161
184817,100328,95998,6639,6639,5760,-880
184818,23607,0,-0,-0,-0,-0
184819,91495,0,-0,-0,-0,-0
184820,66374,0,-0,-0,-0,-0
184821,11803,0,-0,-0,-0,-0
184822,125902,125902,9893,9893,7554,-2339
184823,35410,35410,1865,1865,2125,259
184824,63391,61043,3506,3506,3663,157
184825,333587,329257,50313,50313,37581,-12732
184826,207391,191322,20850,20850,15512,-5339
184827,5380,0,-0,-0,-0,-0
184828,116413,113526,8546,8546,6812,-1735
184829,138326,126439,9951,9951,7586,-2365
184830,22598,0,-0,-0,-0,-0
184831,61572,0,-0,-0,-0,-0
184832,3287,0,-0,-0,-0,-0
184833,188804,156891,14492,14492,10003,-4490
184834,52826,0,-0,-0,-0,-0
184835,105652,95918,6631,6631,5755,-876
184836,93913,78261,6413,6413,5635,-778
184837,176087,0,-0,-0,-0,-0
184838,11739,0,225,225,704,479
184839,50870,0,-0,-0,-0,-0
184840,9861,0,-0,-0,-0,-0
184841,80552,77666,4645,4645,4660,15
184842,341125,312300,46691,46691,34868,-11823
184843,95470,62055,3570,3570,3723,153
184844,109889,0,-0,-0,-0,-0
184845,70807,19392,840,840,1164,324
184846,87116,5967,115,115,358,243
184847,82174,164348,15828,15828,11196,-4633
184848,15065,0,-0,-0,-0,-0
184849,9861,0,-0,-0,-0,-0
184850,45391,45391,2504,2504,2723,220
184851,70924,68087,3956,3956,4085,129
184852,33065,0,-0,-0,-0,-0
184853,73749,0,-0,-0,-0,-0
184854,93373,90486,6040,6040,5429,-611
184855,35217,0,-0,-0,-0,-0
184856,153031,0,-0,-0,-0,-0
184857,88801,85411,5488,5488,5125,-363
184858,176087,176087,17932,17932,13074,-4858
184859,87163,52239,2942,2942,3134,192
184860,37565,37565,2003,2003,2254,251
184861,35217,35217,1853,1853,2113,260
184862,22598,0,-0,-0,-0,-0
184863,92250,90587,6051,6051,5435,-615
184864,88239,85352,5481,5481,5121,-360
184865,116120,113233,8515,8515,6794,-1721
184866,156039,0,-0,-0,-0,-0
184867,56656,56656,3225,3225,3399,174
184868,145574,136131,11139,11139,8168,-2971
184869,340643,0,-0,-0,-0,-0
184870,37967,0,-0,-0,-0,-0
184871,128451,0,-0,-0,-0,-0
184872,54295,54295,3074,3074,3258,184
184873,74262,71376,4167,4167,4283,116
184874,109565,106679,7801,7801,6401,-1401
184875,122283,119396,9185,9185,7164,-2021
184876,132848,107657,7908,7908,6459,-1448
184877,22304,0,-0,-0,-0,-0
184878,103696,100809,7163,7163,6049,-1114
184879,11739,0,-0,-0,-0,-0
184880,6261,0,-0,-0,-0,-0
184881,51652,0,-0,-0,-0,-0
184882,491870,0,-0,-0,-0,-0
184883,243587,240700,31398,31398,23412,-7986
184884,93913,93913,6413,6413,5635,-778
184885,72391,70435,4107,4107,4226,119
184886,58696,0,-0,-0,-0,-0
184887,92739,0,-0,-0,-0,-0
184888,22304,0,-0,-0,-0,-0
184889,110543,107657,7908,7908,6459,-1448
184890,98315,95429,6577,6577,5726,-852
184891,25574,0,-0,-0,-0,-0
184892,225246,220916,27172,27172,20247,-6925
184893,172131,169245,16706,16706,11979,-4727
184894,194282,0,-0,-0,-0,-0
184895,109475,107410,7881,7881,6445,-1436
184896,60197,0,-0,-0,-0,-0
184897,212459,0,-0,-0,-0,-0
184898,33049,0,-0,-0,-0,-0
184899,48590,0,-0,-0,-0,-0
184900,94989,0,-0,-0,-0,-0
184901,22598,0,-0,-0,-0,-0
184902,97200,0,-0,-0,-0,-0
184903,182935,146178,12746,12746,8771,-3976
184904,131236,0,-0,-0,-0,-0
184905,22598,0,-0,-0,-0,-0
184906,50870,35217,2855,2855,3052,198
184907,63587,50870,2855,2855,3052,198
184908,145956,0,-0,-0,-0,-0
184909,102717,99831,7056,7056,5990,-1067
184910,9391,0,-0,-0,-0,-0
184911,144000,126439,9951,9951,7586,-2365
184912,11739,0,-0,-0,-0,-0
184913,35413,0,-0,-0,-0,-0
184914,47935,0,-0,-0,-0,-0
184915,89022,89022,5880,5880,5341,-539
184916,39326,0,-0,-0,-0,-0
184917,20543,0,-0,-0,-0,-0
184918,29348,0,-0,-0,-0,-0
184919,41693,0,-0,-0,-0,-0
184920,6848,0,-0,-0,-0,-0
184921,21130,0,-0,-0,-0,-0
184922,11935,0,-0,-0,-0,-0
184923,101543,98657,6929,6929,5919,-1009
184924,115043,115043,8712,8712,6903,-1809
184925,66717,65739,3806,3806,3944,138
184926,63685,0,-0,-0,-0,-0
184927,22598,0,-0,-0,-0,-0
184928,9783,9783,225,225,587,362
184929,73370,70483,4110,4110,4229,119
184930,46957,46957,2604,2604,2817,213
184931,73370,70483,4110,4110,4229,119
184932,16435,0,-0,-0,-0,-0
184933,22598,0,-0,-0,-0,-0
184934,22598,0,-0,-0,-0,-0
184935,56348,56348,3205,3205,3381,176
184936,28174,28174,1402,1402,1690,288
184937,28996,0,-0,-0,-0,-0
184938,93913,93913,6413,6413,5635,-778
184939,5087,5087,98,98,305,208
184940,69554,0,-0,-0,-0,-0
184941,74164,0,-0,-0,-0,-0
184942,65902,63738,3678,3678,3824,146
184943,61047,19672,858,858,1180,322
184944,68262,0,-0,-0,-0,-0
184945,50361,50361,2822,2822,3022,200
184946,90197,0,-0,-0,-0,-0
184947,110164,107277,7867,7867,6437,-1430
184948,101191,99783,7051,7051,5987,-1064
184949,57815,0,-0,-0,-0,-0
184950,93033,0,-0,-0,-0,-0
184951,137935,96752,6721,6721,5805,-916
184952,14087,14087,500,500,845,345
184953,70435,70435,4107,4107,4226,119
184954,52826,52826,2980,2980,3170,190
184955,35217,35217,1853,1853,2113,260
184956,56755,46957,2604,2604,2817,213
184957,31304,31304,1602,1602,1878,276
184958,58011,46957,2604,2604,2817,213
184959,30431,0,-0,-0,-0,-0
184960,12331,12331,388,388,740,352
184961,61459,0,-0,-0,-0,-0
184962,124309,121423,9406,9406,7285,-2120
184963,25459,0,-0,-0,-0,-0
184964,56685,0,-0,-0,-0,-0
184965,14917,0,-0,-0,-0,-0
184966,117348,110484,8215,8215,6629,-1586
184967,115856,112970,8486,8486,6778,-1708
184968,148972,0,-0,-0,-0,-0
184969,26061,0,-0,-0,-0,-0
184970,29348,29348,1477,1477,1761,284
184971,104772,0,-0,-0,-0,-0
184972,93033,0,-0,-0,-0,-0
184973,247304,108000,7945,7945,6480,-1465
184974,166304,163418,15662,15662,11047,-4615
184975,30717,26110,1270,1270,1567,297
184976,158478,133413,10710,10710,8005,-2705
184977,46076,23478,1102,1102,1409,307
184978,201913,0,-0,-0,-0,-0
184979,210130,0,-0,-0,-0,-0
184980,46780,17609,726,726,1057,331
184981,158718,119686,9217,9217,7181,-2035
184982,3461,0,-0,-0,-0,-0
184983,124508,124508,9741,9741,7470,-2271
184984,10740,0,-0,-0,-0,-0
184985,99002,0,-0,-0,-0,-0
184986,108994,98698,6933,6933,5922,-1011
184987,116950,0,-0,-0,-0,-0
184988,21481,0,-0,-0,-0,-0
184989,83536,83536,5284,5284,5012,-271
184990,248121,245235,32366,32366,24138,-8229
184991,89503,89503,5933,5933,5370,-563
184992,92983,90097,5997,5997,5406,-592
184993,57282,57282,3265,3265,3437,172
184994,73591,71602,4181,4181,4296,115
184995,61082,58195,3323,3323,3492,168
184996,51836,0,-0,-0,-0,-0
184997,74951,74951,4396,4396,4497,101
184998,82623,79736,4870,4870,4784,-86
184999,3541,3010,58,58,181,123
185000,166623,0,-0,-0,-0,-0
185001,76721,76721,4542,4542,4603,61
185002,50361,50361,2822,2822,3022,200
185003,102805,0,-0,-0,-0,-0
185004,96760,73282,4289,4289,4397,108
185005,78848,0,-0,-0,-0,-0
185006,58696,58696,3355,3355,3522,166
185007,117391,0,-0,-0,-0,-0
185008,234783,0,-0,-0,-0,-0
185009,141639,141639,12020,12020,8498,-3522
185010,22721,0,-0,-0,-0,-0
185011,35410,35410,1865,1865,2125,259
185012,130328,122063,9475,9475,7324,-2152
185013,295279,95474,6582,6582,5728,-854
185014,22721,0,-0,-0,-0,-0
185015,94426,94426,6468,6468,5666,-803
185016,206951,196326,21919,21919,16312,-5607
185017,121574,82623,5184,5184,4957,-227
185018,23607,23607,1110,1110,1416,307
185019,228688,224359,27907,27907,20797,-7110
185020,122951,120064,9258,9258,7204,-2054
185021,136918,128656,10193,10193,7719,-2473
185022,65311,65311,3779,3779,3919,140
185023,59016,59016,3376,3376,3541,165
185024,315522,312636,46763,46763,34922,-11841
185025,182935,180048,18642,18642,13708,-4934
185026,140870,0,-0,-0,-0,-0
185027,70435,0,-0,-0,-0,-0
185028,11543,10100,245,245,606,361
185029,9391,9391,200,200,563,364
185030,158087,0,-0,-0,-0,-0
185031,21502,0,-0,-0,-0,-0
185032,12522,0,-0,-0,-0,-0
185033,177017,172687,17323,17323,12530,-4793
185034,135746,120926,9352,9352,7256,-2096
185035,381878,377548,60687,60687,45308,-15379
185036,107403,107403,7880,7880,6444,-1436
185037,37790,0,-0,-0,-0,-0
185038,210033,183279,19221,19221,14225,-4996
185039,191934,189047,20364,20364,15148,-5217
185040,35801,0,-0,-0,-0,-0
185041,5902,0,-0,-0,-0,-0
185042,141639,141639,12020,12020,8498,-3522
185043,43574,41311,2243,2243,2479,236
185044,70820,70820,4131,4131,4249,118
185045,23607,23607,1110,1110,1416,307
185046,102944,76062,4470,4470,4564,93
185047,30649,7928,152,152,476,323
185048,40426,17705,732,732,1062,330
185049,11803,11803,354,354,708,354
185050,22721,0,-0,-0,-0,-0
185051,173607,169277,16712,16712,11984,-4727
185052,106229,0,-0,-0,-0,-0
185053,91475,76785,4549,4549,4607,58
185054,263606,244362,32180,32180,23998,-8182
185055,22721,0,-0,-0,-0,-0
185056,218641,196043,21859,21859,16267,-5592
185057,661969,0,196,196,293,98
185058,479348,225513,28154,28154,20982,-7172
185059,394239,389909,63594,63594,47285,-16309
185060,10565,0,-0,-0,-0,-0
185061,175206,127826,12490,12490,8986,-3504
185062,22426,0,-0,-0,-0,-0
185063,668066,0,-0,-0,-0,-0
185064,200656,0,-0,-0,-0,-0
185065,247082,240064,31262,31262,23310,-7951
185066,317508,0,-0,-0,-0,-0
185067,22426,0,-0,-0,-0,-0
185068,140459,0,-0,-0,-0,-0
185069,161705,0,-0,-0,-0,-0
185070,228197,225310,28110,28110,20950,-7161
185071,200656,0,-0,-0,-0,-0
185072,23607,0,-0,-0,-0,-0
185073,67195,64308,3715,3715,3859,144
185074,381639,378753,60970,60970,45500,-15470
185075,67195,64308,3715,3715,3859,144
185076,73608,64308,3715,3715,3859,144
185077,67195,64308,3715,3715,3859,144
185078,62026,0,-0,-0,-0,-0
185079,141639,0,-0,-0,-0,-0
185080,22721,0,-0,-0,-0,-0
185081,104459,85510,5498,5498,5131,-368
185082,575410,572523,106545,106545,81405,-25140
185083,255738,252851,33993,33993,25356,-8637
185084,21836,0,-0,-0,-0,-0
185085,105836,105836,7710,7710,6350,-1360
185086,141639,141639,12020,12020,8498,-3522
185087,70820,70820,4131,4131,4249,118
185088,37770,37770,2016,2016,2266,250
185089,94426,0,-0,-0,-0,-0
185090,221311,218425,26640,26640,19848,-6792
185091,106229,926,18,18,56,38
185092,983607,980720,227820,227820,179194,-48626
185093,614754,611867,117164,117164,89273,-27891
185094,94426,94426,6468,6468,5666,-803
185095,47213,47213,2621,2621,2833,212
185096,22426,-3364,-65,-65,-202,-137
185097,397174,22891,1064,1064,1373,310
185098,17609,17609,726,726,1057,331
185099,40696,35217,1853,1853,2113,260
185100,536087,251461,33696,33696,25134,-8562
185101,12307,0,-0,-0,-0,-0
185102,99000,93913,6413,6413,5635,-778
185103,49891,0,-0,-0,-0,-0
185104,257157,252827,33988,33988,25352,-8636
185105,4696,4696,90,90,282,192
185106,85109,75130,4407,4407,4508,101
185107,50087,50087,2804,2804,3005,201
185108,103572,63268,3648,3648,3796,148
185109,58793,56348,3205,3205,3381,176
185110,22598,0,-0,-0,-0,-0
185111,169337,0,-0,-0,-0,-0
185112,28859,6261,120,120,376,255
185113,149087,132777,10641,10641,7967,-2674
185114,12033,2641,51,51,158,108
185115,76206,50722,2845,2845,3043,198
185116,78750,75863,4454,4454,4552,98
185117,63391,0,-0,-0,-0,-0
185118,63391,0,-0,-0,-0,-0
185119,105652,105652,7690,7690,6339,-1351
185120,199565,195235,21686,21686,16138,-5549
185121,76891,0,-0,-0,-0,-0
185122,41087,41087,2228,2228,2465,237
185123,35217,35217,1853,1853,2113,260
185124,47543,36783,1953,1953,2207,254
185125,12678,7983,153,153,479,326
185126,44609,0,-0,-0,-0,-0
185127,55174,0,-0,-0,-0,-0
185128,41674,38787,2081,2081,2327,246
185129,6065,6065,116,116,364,247
185130,75717,0,-0,-0,-0,-0
185131,22891,0,-0,-0,-0,-0
185132,46957,46957,2604,2604,2817,213
185133,176087,176087,17932,17932,13074,-4858
185134,66326,51652,2905,2905,3099,194
185135,32087,32087,1652,1652,1925,273
185136,9391,0,-0,-0,-0,-0
185137,254935,251241,33649,33649,25099,-8551
185138,34435,2543,49,49,153,104
185139,234783,129479,10282,10282,7769,-2513
185140,200543,196214,21895,21895,16294,-5601
185141,193696,189366,20433,20433,15199,-5234
185142,93913,93913,6413,6413,5635,-778
185143,93913,93913,6413,6413,5635,-778
185144,92739,0,-0,-0,-0,-0
185145,228913,226026,28263,28263,21064,-7199
185146,10033,0,-0,-0,-0,-0
185147,124918,122031,9472,9472,7322,-2150
185148,112131,109244,8081,8081,6555,-1526
185149,126885,110228,8188,8188,6614,-1574
185150,125902,125902,9893,9893,7554,-2339
185151,35016,35016,1840,1840,2101,261
185152,80695,79318,4825,4825,4759,-66
185153,118033,118033,9037,9037,7082,-1955
185154,94682,0,3,3,3,-0
185155,171147,152887,13820,13820,9362,-4458
185156,171147,156458,14415,14415,9933,-4481
185157,106229,48261,2688,2688,2896,208
185158,103959,0,-0,-0,-0,-0
185159,70820,70820,4131,4131,4249,118
185160,82623,82623,5184,5184,4957,-227
185161,137705,108560,8006,8006,6514,-1493
185162,78848,74518,4368,4368,4471,103
185163,175206,149722,13313,13313,8983,-4330
185164,70435,70435,4107,4107,4226,119
185165,60652,60652,3481,3481,3639,158
185166,185870,176087,17932,17932,13074,-4858
185167,128152,122844,9560,9560,7371,-2190
185168,128250,0,-0,-0,-0,-0
185169,34533,32870,1703,1703,1972,270
185170,74543,70483,4110,4110,4229,119
185171,17902,0,-0,-0,-0,-0
185172,29348,0,-0,-0,-0,-0
185173,90978,0,-0,-0,-0,-0
185174,176087,0,-0,-0,-0,-0
185175,19565,19565,851,851,1174,323
185176,126196,111570,8334,8334,6694,-1639
185177,254348,250018,33388,33388,24903,-8485
185178,93522,23087,1076,1076,1385,309
185179,104478,15261,576,576,916,340
185180,70435,70435,4107,4107,4226,119
185181,14087,14087,500,500,845,345
185182,18783,0,-0,-0,-0,-0
185183,179022,177578,18199,18199,13313,-4887
185184,11270,0,-0,-0,-0,-0
185185,81685,72929,4266,4266,4376,109
185186,72000,59722,3421,3421,3583,162
185187,387000,382670,61892,61892,46127,-15764
185188,5400,0,-0,-0,-0,-0
185189,116217,0,-0,-0,-0,-0
185190,151043,148157,13063,13063,8889,-4173
185191,191935,189048,20365,20365,15148,-5217
185192,1062391,1001643,234097,234097,184844,-49253
185193,98914,98914,6957,6957,5935,-1022
185194,205112,192766,21159,21159,15742,-5416
185195,65739,131478,10500,10500,7889,-2611
185196,150652,94939,6524,6524,5696,-828
185197,145565,0,-0,-0,-0,-0
185198,212772,183424,19247,19247,14248,-4999
185199,274696,0,-0,-0,-0,-0
185200,154565,0,-0,-0,-0,-0
185201,192717,161806,15373,15373,10789,-4584
185202,408326,391083,63870,63870,47473,-16397
185203,84522,0,-0,-0,-0,-0
185204,67109,21326,964,964,1280,316
185205,162391,158061,14702,14702,10190,-4512
185206,241826,220157,27010,27010,20125,-6884
185207,32478,28148,1400,1400,1689,288
185208,178043,173714,17507,17507,12694,-4813
185209,811956,807626,175892,175892,132459,-43433
185210,48913,0,-0,-0,-0,-0
185211,16435,0,-0,-0,-0,-0
185212,56739,56739,3230,3230,3404,174
185213,125410,0,-0,-0,-0,-0
185214,101803,0,-0,-0,-0,-0
185215,214426,211540,25169,25169,18746,-6423
185216,170656,148589,13132,13132,8915,-4217
185217,88525,88525,5826,5826,5311,-515
185218,178820,175933,17905,17905,13049,-4855
185219,159344,156458,14415,14415,9933,-4481
185220,123934,0,-0,-0,-0,-0
185221,17705,0,-0,-0,-0,-0
185222,245902,243015,31892,31892,23782,-8110
185223,82174,82174,5135,5135,4930,-205
185224,132065,127735,10092,10092,7664,-2428
185225,233804,229474,29000,29000,21616,-7384
185226,106239,65974,3821,3821,3958,137
185227,95087,0,-0,-0,-0,-0
185228,93913,93913,6413,6413,5635,-778
185229,23478,23478,1102,1102,1409,307
185230,11739,11739,350,350,704,354
185231,52826,34337,1796,1796,2060,264
185232,153149,136886,11259,11259,8213,-3046
185233,43757,40870,2215,2215,2452,238
185234,147321,119376,9183,9183,7163,-2020
185235,17901,17901,745,745,1074,329
185236,23867,0,-0,-0,-0,-0
185237,93679,84229,5359,5359,5054,-305
185238,24798,0,-0,-0,-0,-0
185239,221285,0,-0,-0,-0,-0
185240,69116,66229,3838,3838,3974,136
185241,9547,0,-0,-0,-0,-0
185242,58475,56486,3214,3214,3389,175
185243,22674,0,-0,-0,-0,-0
185244,22674,0,-0,-0,-0,-0
185245,13127,11934,363,363,716,353
185246,763043,760157,161651,161651,119642,-42009
185247,466630,397543,65390,65390,48507,-16883
185248,73370,70483,4110,4110,4229,119
185249,56250,54000,3055,3055,3240,185
185250,108587,73735,4318,4318,4424,106
185251,126783,0,-0,-0,-0,-0
185252,135293,0,-0,-0,-0,-0
185253,16435,7043,135,135,423,287
185254,125217,122331,9504,9504,7340,-2165
185255,207391,204505,23666,23666,17621,-6045
185256,105414,102528,7350,7350,6152,-1198
185257,9547,0,-0,-0,-0,-0
185258,29238,0,-0,-0,-0,-0
185259,57341,0,-0,-0,-0,-0
185260,140135,0,-0,-0,-0,-0
185261,11138,0,-0,-0,-0,-0
185262,3580,3580,69,69,215,146
185263,197065,0,-0,-0,-0,-0
185264,107403,0,-0,-0,-0,-0
185265,213912,0,-0,-0,-0,-0
185266,16707,0,-0,-0,-0,-0
185267,174232,174232,17600,17600,12777,-4823
185268,19889,19889,872,872,1193,322
185269,22972,0,-0,-0,-0,-0
185270,124110,121224,9384,9384,7273,-2111
185271,22598,0,-0,-0,-0,-0
185272,45587,0,-0,-0,-0,-0
185273,111717,1957,38,38,117,80
185274,104478,104478,7562,7562,6269,-1293
185275,11328,0,-0,-0,-0,-0
185276,89804,81048,5013,5013,4863,-150
185277,23478,0,-0,-0,-0,-0
185278,43141,7239,139,139,434,295
185279,117391,0,-0,-0,-0,-0
185280,105652,0,-0,-0,-0,-0
185281,152217,147887,13020,13020,8873,-4147
185282,187337,183007,19172,19172,14181,-4991
185283,84522,84522,5391,5391,5071,-319
185284,86087,83200,5247,5247,4992,-255
185285,133043,130157,10356,10356,7809,-2546
185286,151630,147300,12926,12926,8838,-4088
185287,101739,98852,6950,6950,5931,-1019
185288,3287,0,-0,-0,-0,-0
185289,22598,0,-0,-0,-0,-0
185290,134120,0,-0,-0,-0,-0
185291,156522,153635,13939,13939,9482,-4458
185292,122380,96896,6737,6737,5814,-923
185293,148402,0,-0,-0,-0,-0
185294,30717,0,-0,-0,-0,-0
185295,177456,170192,16876,16876,12131,-4745
185296,1928,1928,37,37,116,79
185297,16525,0,-0,-0,-0,-0
185298,82623,82623,5184,5184,4957,-227
185299,70820,70820,4131,4131,4249,118
185300,141639,0,-0,-0,-0,-0
185301,12854,5607,108,108,336,229
185302,47213,47213,2621,2621,2833,212
185303,12728,0,-0,-0,-0,-0
185304,153443,150556,13447,13447,9033,-4413
185305,191803,188917,20337,20337,15127,-5210
185306,35410,0,-0,-0,-0,-0
185307,43082,0,-0,-0,-0,-0
185308,43279,21246,959,959,1275,316
185309,142623,24590,1173,1173,1475,303
185310,291147,291147,42173,42173,31484,-10690
185311,129836,35410,1865,1865,2125,259
185312,111344,107014,7838,7838,6421,-1417
185313,93443,90556,6047,6047,5433,-614
185314,11803,11803,354,354,708,354
185315,94426,94426,6468,6468,5666,-803
185316,35410,35410,1865,1865,2125,259
185317,334426,331540,50801,50801,37946,-12855
185318,189089,0,-0,-0,-0,-0
185319,228197,223867,27802,27802,20719,-7083
185320,110656,107769,7920,7920,6466,-1454
185321,70820,70820,4131,4131,4249,118
185322,54295,0,-0,-0,-0,-0
185323,94426,94426,6468,6468,5666,-803
185324,319672,316786,47649,47649,35586,-12064
185325,459639,402133,66469,66469,49241,-17228
185326,70820,70820,4131,4131,4249,118
185327,184918,182031,18997,18997,14025,-4972
185328,70820,70820,4131,4131,4249,118
185329,82623,82623,5184,5184,4957,-227
185330,70820,70820,4131,4131,4249,118
185331,70820,70820,4131,4131,4249,118
185332,112967,0,-0,-0,-0,-0
185333,27148,27148,1336,1336,1629,292
185334,23607,0,-0,-0,-0,-0
185335,141639,141639,12020,12020,8498,-3522
185336,4525,4525,87,87,271,185
185337,62062,0,-0,-0,-0,-0
185338,22721,0,-0,-0,-0,-0
185339,22721,0,-0,-0,-0,-0
185340,186885,183999,19350,19350,14340,-5010
185341,101739,98853,6950,6950,5931,-1019
185342,99783,96896,6737,6737,5814,-923
185343,4109,4109,79,79,247,168
185344,85696,85696,5519,5519,5142,-377
185345,90783,87896,5758,5758,5274,-484
185346,77478,77478,4624,4624,4649,24
185347,234783,234783,30134,30134,22465,-7668
185348,32870,32870,1703,1703,1972,270
185349,234783,234783,30134,30134,22465,-7668
185350,23478,0,-0,-0,-0,-0
185351,22598,0,-0,-0,-0,-0
185352,152609,152609,13775,13775,9317,-4458
185353,34826,20152,889,889,1209,320
185354,122283,119396,9185,9185,7164,-2021
185355,31304,31304,1602,1602,1878,276
185356,31304,31304,1602,1602,1878,276
185357,22598,0,-0,-0,-0,-0
185358,140870,140870,11897,11897,8452,-3445
185359,190761,190761,20731,20731,15422,-5309
185360,184500,153100,13854,13854,9396,-4458
185361,11739,11739,350,350,704,354
185362,67500,64613,3734,3734,3877,143
185363,62804,9783,225,225,587,362
185364,57228,53339,3013,3013,3200,188
185365,46957,46957,2604,2604,2817,213
185366,3170,0,-0,-0,-0,-0
185367,97435,13735,478,478,824,346
185368,46174,24652,1177,1177,1479,302
185369,111522,0,-0,-0,-0,-0
185370,54783,54783,3105,3105,3287,182
185371,28370,10761,288,288,646,358
185372,60750,11739,350,350,704,354
185373,94426,94426,6468,6468,5666,-803
185374,51541,51541,2898,2898,3092,195
185375,118702,0,-0,-0,-0,-0
185376,195010,0,-0,-0,-0,-0
185377,206951,201704,23068,23068,17173,-5895
185378,128262,110228,8188,8188,6614,-1574
185379,44754,41867,2278,2278,2512,234
185380,366315,37770,2016,2016,2266,250
185381,126295,121037,9364,9364,7262,-2101
185382,224262,194722,21577,21577,16056,-5521
185383,92656,83115,5238,5238,4987,-251
185384,128852,0,-0,-0,-0,-0
185385,68361,68361,3974,3974,4102,128
185386,5666,2007,39,39,120,82
185387,50870,0,-0,-0,-0,-0
185388,99755,96869,6734,6734,5812,-922
185389,75326,72439,4235,4235,4346,111
185390,82663,79776,4874,4874,4787,-88
185391,75326,72439,4235,4235,4346,111
185392,193696,0,-0,-0,-0,-0
185393,100761,97874,6844,6844,5872,-971
185394,15065,0,-0,-0,-0,-0
185395,120717,0,-0,-0,-0,-0
185396,50283,0,-0,-0,-0,-0
185397,175101,0,-0,-0,-0,-0
185398,11270,0,-0,-0,-0,-0
185399,166077,160304,15104,15104,10549,-4555
185400,58276,57282,3265,3265,3437,172
185401,83536,78211,4704,4704,4693,-12
185402,80254,57282,3265,3265,3437,172
185403,22972,0,-0,-0,-0,-0
185404,73989,73989,4334,4334,4439,105
185405,160409,0,-0,-0,-0,-0
185406,45903,0,-0,-0,-0,-0
185407,22972,0,-0,-0,-0,-0
185408,57282,57282,3265,3265,3437,172
185409,31425,31425,1610,1610,1886,275
185410,100442,66926,3882,3882,4016,133
185411,81984,62391,3592,3592,3743,152
185412,155138,0,-0,-0,-0,-0
185413,193923,179796,18597,18597,13667,-4929
185414,128526,122753,9550,9550,7365,-2185
185415,85028,0,-0,-0,-0,-0
185416,111424,0,-0,-0,-0,-0
185417,39522,0,-0,-0,-0,-0
185418,23478,23478,1102,1102,1409,307
185419,190761,184988,19527,19527,14498,-5029
185420,130109,125779,9880,9880,7547,-2333
185421,103500,99929,7067,7067,5996,-1071
185422,49304,49304,2754,2754,2958,204
185423,9929,0,-0,-0,-0,-0
185424,70435,0,-0,-0,-0,-0
185425,123946,119616,9209,9209,7177,-2032
185426,256304,229988,29109,29109,21698,-7411
